itemname,price,type,count
Snipetron Vandal Set,298, Blueprint,1
Snipetron Vandal Set,300, Blueprint,2
Snipetron Vandal Set,325, Blueprint,1
Snipetron Vandal Set,350, Blueprint,3
Snipetron Vandal Set,399, Blueprint,1
Snipetron Vandal Set,400, Blueprint,4
Snipetron Vandal Set,450, Blueprint,1
Snipetron Vandal Set,500, Blueprint,1
Snipetron Vandal Set,600, Blueprint,2
Snipetron Vandal Set,650, Blueprint,1
Snipetron Vandal Set,900, Blueprint,1
Snipetron Vandal Stock,1, Blueprint,42
Snipetron Vandal Stock,20, Blueprint,1
Snipetron Vandal Stock,30, Blueprint,3
Snipetron Vandal Stock,35, Blueprint,3
Snipetron Vandal Stock,40, Blueprint,7
Snipetron Vandal Stock,44, Blueprint,1
Snipetron Vandal Stock,45, Blueprint,15
Snipetron Vandal Stock,49, Blueprint,2
Snipetron Vandal Stock,50, Blueprint,18
Snipetron Vandal Stock,52, Blueprint,1
Snipetron Vandal Stock,53, Blueprint,1
Snipetron Vandal Stock,55, Blueprint,9
Snipetron Vandal Stock,57, Blueprint,1
Snipetron Vandal Stock,58, Blueprint,2
Snipetron Vandal Stock,59, Blueprint,4
Snipetron Vandal Stock,60, Blueprint,13
Snipetron Vandal Stock,65, Blueprint,1
Snipetron Vandal Stock,70, Blueprint,1
Snipetron Vandal Stock,75, Blueprint,3
Snipetron Vandal Stock,80, Blueprint,2
Snipetron Vandal Stock,100, Blueprint,3
Soft Hands,8, Mod,1000
Soma Prime Barrel,2, Blueprint,105
Soma Prime Barrel,3, Blueprint,18
Soma Prime Barrel,4, Blueprint,60
Soma Prime Barrel,5, Blueprint,76
Soma Prime Barrel,6, Blueprint,1
Soma Prime Barrel,9, Blueprint,4
Soma Prime Barrel,10, Blueprint,13
Soma Prime Barrel,13, Blueprint,1
Soma Prime Barrel,15, Blueprint,4
Soma Prime Barrel,40, Blueprint,1
Soma Prime Blueprint,1, Blueprint,2
Soma Prime Blueprint,2, Blueprint,14
Soma Prime Blueprint,3, Blueprint,22
Soma Prime Blueprint,4, Blueprint,5
Soma Prime Blueprint,5, Blueprint,15
Soma Prime Blueprint,10, Blueprint,26
Soma Prime Blueprint,15, Blueprint,5
Soma Prime Blueprint,20, Blueprint,5
Soma Prime Receiver,5, Blueprint,1
Soma Prime Receiver,19, Blueprint,1
Soma Prime Receiver,20, Blueprint,12
Soma Prime Receiver,22, Blueprint,1
Soma Prime Receiver,23, Blueprint,1
Soma Prime Receiver,24, Blueprint,1
Soma Prime Receiver,25, Blueprint,6
Soma Prime Receiver,26, Blueprint,1
Soma Prime Receiver,27, Blueprint,1
Soma Prime Receiver,28, Blueprint,4
Soma Prime Receiver,29, Blueprint,3
Soma Prime Receiver,30, Blueprint,20
Soma Prime Receiver,31, Blueprint,1
Soma Prime Receiver,33, Blueprint,2
Soma Prime Receiver,34, Blueprint,1
Soma Prime Receiver,35, Blueprint,14
Soma Prime Receiver,38, Blueprint,2
Soma Prime Receiver,39, Blueprint,2
Soma Prime Receiver,40, Blueprint,6
Soma Prime Receiver,50, Blueprint,4
Soma Prime Set,1, Set,70
Soma Prime Set,45, Set,2
Soma Prime Set,49, Set,1
Soma Prime Set,50, Set,17
Soma Prime Set,54, Set,5
Soma Prime Set,55, Set,15
Soma Prime Set,56, Set,1
Soma Prime Set,58, Set,10
Soma Prime Set,59, Set,7
Soma Prime Set,60, Set,38
Soma Prime Set,62, Set,10
Soma Prime Set,65, Set,24
Soma Prime Set,69, Set,3
Soma Prime Set,70, Set,20
Soma Prime Set,74, Set,1
Soma Prime Set,75, Set,2
Soma Prime Set,79, Set,1
Soma Prime Set,80, Set,8
Soma Prime Set,85, Set,1
Soma Prime Set,89, Set,1
Soma Prime Set,90, Set,1
Soma Prime Set,100, Set,1
Soma Prime Stock,1, Blueprint,15
Soma Prime Stock,5, Blueprint,2
Soma Prime Stock,8, Blueprint,2
Soma Prime Stock,10, Blueprint,12
Soma Prime Stock,11, Blueprint,4
Soma Prime Stock,12, Blueprint,18
Soma Prime Stock,13, Blueprint,13
Soma Prime Stock,14, Blueprint,11
Soma Prime Stock,15, Blueprint,41
Soma Prime Stock,17, Blueprint,2
Soma Prime Stock,18, Blueprint,4
Soma Prime Stock,19, Blueprint,1
Soma Prime Stock,20, Blueprint,10
Soma Prime Stock,25, Blueprint,3
Soma Prime Stock,30, Blueprint,3
Sonic Fracture,10, Mod,4
Sonic Fracture,11, Mod,1
Sonic Fracture,12, Mod,2
Sonic Fracture,14, Mod,1
Sonic Fracture,15, Mod,1
Soul Survivor,10, Mod,47
Soul Survivor,11, Mod,1
Soul Survivor,12, Mod,1
Soul Survivor,13, Mod,1
Soul Survivor,14, Mod,1
Soul Survivor,20, Mod,81
Spare Parts,2, Mod,3
Spare Parts,10, Mod,2
Spare Parts,15, Mod,1
Speed Drift,10, Mod,1
Speed Drift,20, Mod,1
Speed Drift,22, Mod,1
Speed Drift,25, Mod,2
Speed Drift,30, Mod,3
Speed Drift,33, Mod,1
Speed Drift,34, Mod,3
Speed Drift,35, Mod,5
Speed Drift,39, Mod,1
Speed Drift,40, Mod,6
Speed Drift,45, Mod,2
Speed Drift,50, Mod,1
Speed Drift,55, Mod,1
Speed Drift,65, Mod,1
Speed Drift,75, Mod,1
Speed Drift,100, Mod,1
Speed Holster,3, Mod,1
Speed Holster,4, Mod,2
Speed Holster,5, Mod,3
Speed Holster,12, Mod,1
Speed Trigger,1, Mod,3
Speed Trigger,7, Mod,6
Spira Prime Blade,30, Blueprint,3
Spira Prime Blade,40, Blueprint,3
Spira Prime Blade,44, Blueprint,1
Spira Prime Blade,45, Blueprint,9
Spira Prime Blade,47, Blueprint,1
Spira Prime Blade,48, Blueprint,2
Spira Prime Blade,49, Blueprint,6
Spira Prime Blade,50, Blueprint,31
Spira Prime Blade,53, Blueprint,3
Spira Prime Blade,54, Blueprint,4
Spira Prime Blade,55, Blueprint,17
Spira Prime Blade,56, Blueprint,1
Spira Prime Blade,57, Blueprint,1
Spira Prime Blade,58, Blueprint,1
Spira Prime Blade,59, Blueprint,6
Spira Prime Blade,60, Blueprint,23
Spira Prime Blade,64, Blueprint,5
Spira Prime Blade,65, Blueprint,9
Spira Prime Blade,69, Blueprint,2
Spira Prime Blade,70, Blueprint,17
Spira Prime Blade,75, Blueprint,5
Spira Prime Blade,80, Blueprint,1
Spira Prime Blade,90, Blueprint,2
Spira Prime Blade,105, Blueprint,2
Spira Prime Blueprint,1, Blueprint,30
Spira Prime Blueprint,13, Blueprint,1
Spira Prime Blueprint,15, Blueprint,9
Spira Prime Blueprint,16, Blueprint,1
Spira Prime Blueprint,17, Blueprint,3
Spira Prime Blueprint,18, Blueprint,5
Spira Prime Blueprint,19, Blueprint,9
Spira Prime Blueprint,20, Blueprint,24
Spira Prime Blueprint,22, Blueprint,5
Spira Prime Blueprint,23, Blueprint,5
Spira Prime Blueprint,24, Blueprint,6
Spira Prime Blueprint,25, Blueprint,5
Spira Prime Blueprint,26, Blueprint,1
Spira Prime Blueprint,29, Blueprint,6
Spira Prime Blueprint,30, Blueprint,4
Spira Prime Blueprint,35, Blueprint,1
Spira Prime Blueprint,54, Blueprint,1
Spira Prime Pouch,4, Blueprint,1
Spira Prime Pouch,5, Blueprint,1
Spira Prime Pouch,6, Blueprint,1
Spira Prime Pouch,10, Blueprint,3
Spira Prime Pouch,12, Blueprint,1
Spira Prime Pouch,13, Blueprint,1
Spira Prime Pouch,14, Blueprint,3
Spira Prime Pouch,15, Blueprint,19
Spira Prime Pouch,16, Blueprint,2
Spira Prime Pouch,17, Blueprint,2
Spira Prime Pouch,18, Blueprint,7
Spira Prime Pouch,19, Blueprint,12
Spira Prime Pouch,20, Blueprint,37
Spira Prime Pouch,22, Blueprint,2
Spira Prime Pouch,23, Blueprint,2
Spira Prime Pouch,25, Blueprint,6
Spira Prime Pouch,40, Blueprint,1
Spira Prime Set,170, Blueprint,1
Spira Prime Set,200, Blueprint,3
Spira Prime Set,210, Blueprint,1
Spira Prime Set,220, Blueprint,7
Spira Prime Set,224, Blueprint,1
Spira Prime Set,225, Blueprint,4
Spira Prime Set,230, Blueprint,4
Spira Prime Set,238, Blueprint,2
Spira Prime Set,239, Blueprint,1
Spira Prime Set,240, Blueprint,6
Spira Prime Set,248, Blueprint,1
Spira Prime Set,249, Blueprint,2
Spira Prime Set,250, Blueprint,10
Spira Prime Set,255, Blueprint,4
Spira Prime Set,260, Blueprint,6
Spira Prime Set,270, Blueprint,2
Spira Prime Set,275, Blueprint,1
Spira Prime Set,280, Blueprint,1
Spira Prime Set,285, Blueprint,1
Spira Prime Set,300, Blueprint,2
Spira Prime Set,350, Blueprint,1
Spira Prime Set,375, Blueprint,1
Split Chamber,2, Mod,6
Split Chamber,3, Mod,16
Split Chamber,4, Mod,39
Split Chamber,5, Mod,49
Split Chamber,10, Mod,12
Split Chamber,14, Mod,1
Split Chamber,15, Mod,3
Split Chamber,20, Mod,3
Split Chamber,25, Mod,1
Split Chamber,30, Mod,1
Spoiled Strike,3, Mod,3
Spoiled Strike,4, Mod,13
Spoiled Strike,5, Mod,63
Spoiled Strike,7, Mod,1
Spoiled Strike,8, Mod,4
Spoiled Strike,10, Mod,6
Spoiled Strike,12, Mod,1
Spoiled Strike,13, Mod,2
Spoiled Strike,15, Mod,11
Spoiled Strike,20, Mod,1
Spoiled Strike,25, Mod,1
Spring-Loaded Broadhead,21, Mod,1000
Spring-Loaded Broadhead,30, Mod,1
Spring-Loaded Chamber,5, Mod,4
Spring-Loaded Chamber,9, Mod,6
Spring-Loaded Chamber,10, Mod,4
Spring-Loaded Chamber,12, Mod,4
Spring-Loaded Chamber,15, Mod,1
Spring-Loaded Chamber,18, Mod,1
Spring-Loaded Chamber,40, Mod,1
Sprint Boost,5, Mod,2
Sprint Boost,6, Mod,1
Sprint Boost,7, Mod,1
Sprint Boost,8, Mod,1
Sprint Boost,9, Mod,1
Sprint Boost,10, Mod,4
Sprint Boost,12, Mod,1
Sprint Boost,14, Mod,1
Sprint Boost,15, Mod,6
Sprint Boost,19, Mod,1
Sprint Boost,20, Mod,3
Sprint Boost,75, Mod,1
Spry Sights,8, Mod,1000
Squall Frost Helmet,75, Arcane Helmet,1
Squall Frost Helmet,250, Arcane Helmet,1
Squall Frost Helmet,280, Arcane Helmet,1
Squall Frost Helmet,300, Arcane Helmet,3
Squall Frost Helmet,480, Arcane Helmet,1
Squall Frost Helmet,550, Arcane Helmet,2
Squall Frost Helmet,580, Arcane Helmet,1
Squall Frost Helmet,585, Arcane Helmet,1
Squall Frost Helmet,589, Arcane Helmet,1
Squall Frost Helmet,590, Arcane Helmet,1
Squall Frost Helmet,595, Arcane Helmet,1
Squall Frost Helmet,599, Arcane Helmet,1
Squall Frost Helmet,600, Arcane Helmet,3
Squall Frost Helmet,650, Arcane Helmet,7
Squall Frost Helmet,675, Arcane Helmet,1
Squall Frost Helmet,700, Arcane Helmet,4
Squall Frost Helmet,750, Arcane Helmet,3
Squall Frost Helmet,899, Arcane Helmet,1
Squall Frost Helmet,999, Arcane Helmet,1
Squall Frost Helmet,1149, Arcane Helmet,1
Stabilizer,2, Mod,24
Stabilizer,3, Mod,4
Stabilizer,4, Mod,5
Stabilizer,10, Mod,1
Staggering Shield,10, Mod,42
Staggering Shield,13, Mod,2
Staggering Shield,15, Mod,1
Staggering Shield,20, Mod,80
Stalk,6, Mod,1
Stalk,7, Mod,1
Stalk,10, Mod,1
Stalking Fan,14, Mod,1
Stalking Fan,15, Mod,6
Stalking Fan,17, Mod,1
Stalking Fan,18, Mod,2
Stalking Fan,19, Mod,1
Stalking Fan,20, Mod,10
Stalking Fan,25, Mod,3
Stalking Fan,30, Mod,6
Stand Ground,21, Mod,1000
Static Alacrity (Staticor),25, Mod,1
Steady Hands,1, Mod,1
Steady Hands,2, Mod,6
Steady Hands,3, Mod,37
Steady Hands,4, Mod,1
Steady Hands,5, Mod,14
Steady Hands,10, Mod,1
Stealth Drift,3, Mod,4
Stealth Drift,4, Mod,4
Stealth Drift,5, Mod,13
Stealth Drift,10, Mod,5
Steel Charge,4, Mod,1
Steel Charge,5, Mod,15
Steel Charge,6, Mod,6
Steel Charge,7, Mod,19
Steel Charge,8, Mod,23
Steel Charge,9, Mod,22
Steel Charge,10, Mod,38
Steel Charge,12, Mod,3
Steel Charge,13, Mod,2
Steel Charge,15, Mod,13
Steel Charge,19, Mod,1
Steel Charge,20, Mod,5
Steel Charge,25, Mod,3
Steel Charge,30, Mod,1
Steel Charge,40, Mod,1
Steel Fiber,3, Mod,2
Steel Fiber,5, Mod,2
Steel Fiber,100, Mod,2
Steel Fiber,125, Mod,1
Steel Fiber,140, Mod,1
Steel Fiber,149, Mod,1
Steel Fiber,150, Mod,1
Stinging Truth,8, Mod,1
Stinging Truth,10, Mod,1
Stinging Truth,14, Mod,1
Stinging Truth,15, Mod,1
Storm Volt Helmet,50, Arcane Helmet,1
Storm Volt Helmet,60, Arcane Helmet,1
Storm Volt Helmet,75, Arcane Helmet,2
Storm Volt Helmet,100, Arcane Helmet,1
Storm Volt Helmet,140, Arcane Helmet,1
Storm Volt Helmet,150, Arcane Helmet,1
Storm Volt Helmet,160, Arcane Helmet,1
Storm Volt Helmet,200, Arcane Helmet,4
Storm Volt Helmet,210, Arcane Helmet,1
Storm Volt Helmet,220, Arcane Helmet,1
Storm Volt Helmet,225, Arcane Helmet,1
Storm Volt Helmet,230, Arcane Helmet,2
Storm Volt Helmet,240, Arcane Helmet,3
Storm Volt Helmet,300, Arcane Helmet,1
Storm Volt Helmet,380, Arcane Helmet,1
Storm Volt Helmet,400, Arcane Helmet,1
Stormbringer,4, Mod,3
Stormbringer,5, Mod,14
Stormbringer,15, Mod,1
Strafing Slide,12, Mod,1000
Strafing Slide,50, Mod,1
Streamline,1, Mod,1
Streamline,2, Mod,3
Streamline,3, Mod,38
Streamline,4, Mod,11
Streamline,5, Mod,15
Streamline,10, Mod,11
Streamline,17, Mod,1
Stretch,3, Mod,42
Stretch,4, Mod,8
Stretch,5, Mod,42
Stretch,15, Mod,1
Strun Wraith Barrel,15, Blueprint,2
Strun Wraith Barrel,20, Blueprint,1
Strun Wraith Barrel,25, Blueprint,2
Strun Wraith Barrel,28, Blueprint,1
Strun Wraith Barrel,35, Blueprint,2
Strun Wraith Barrel,40, Blueprint,1
Strun Wraith Blueprint,15, Blueprint,2
Strun Wraith Blueprint,20, Blueprint,8
Strun Wraith Blueprint,23, Blueprint,1
Strun Wraith Blueprint,25, Blueprint,2
Strun Wraith Blueprint,30, Blueprint,2
Strun Wraith Blueprint,35, Blueprint,1
Strun Wraith Blueprint,40, Blueprint,1
Strun Wraith Blueprint,59, Blueprint,1
Strun Wraith Receiver,15, Blueprint,1
Strun Wraith Receiver,20, Blueprint,1
Strun Wraith Receiver,30, Blueprint,3
Strun Wraith Receiver,34, Blueprint,1
Strun Wraith Receiver,35, Blueprint,1
Strun Wraith Receiver,40, Blueprint,2
Strun Wraith Receiver,45, Blueprint,1
Strun Wraith Receiver,50, Blueprint,2
Strun Wraith Receiver,70, Blueprint,1
Strun Wraith Set,1, Blueprint,400
Strun Wraith Set,80, Blueprint,2
Strun Wraith Set,100, Blueprint,3
Strun Wraith Set,125, Blueprint,1
Strun Wraith Set,130, Blueprint,1
Strun Wraith Set,150, Blueprint,4
Strun Wraith Set,190, Blueprint,1
Strun Wraith Set,200, Blueprint,2
Strun Wraith Set,210, Blueprint,1
Strun Wraith Set,220, Blueprint,1
Strun Wraith Set,230, Blueprint,1
Strun Wraith Set,250, Blueprint,2
Strun Wraith Set,270, Blueprint,1
Strun Wraith Set,280, Blueprint,1
Strun Wraith Set,290, Blueprint,1
Strun Wraith Set,299, Blueprint,1
Strun Wraith Set,300, Blueprint,3
Strun Wraith Set,325, Blueprint,1
Strun Wraith Set,350, Blueprint,2
Strun Wraith Stock,20, Blueprint,2
Strun Wraith Stock,25, Blueprint,2
Strun Wraith Stock,30, Blueprint,3
Strun Wraith Stock,35, Blueprint,1
Strun Wraith Stock,40, Blueprint,1
Strun Wraith Stock,59, Blueprint,1
Strun Wraith Stock,100, Blueprint,1
Stunning Speed,3, Mod,6
Stunning Speed,4, Mod,1
Stunning Speed,5, Mod,1
Stunning Speed,8, Mod,4
Sudden Impact,5, Mod,1
Sudden Impact,10, Mod,6
Sudden Justice,12, Mod,3
Sudden Justice,15, Mod,1
Sudden Justice,25, Mod,1
Sudden Justice,50, Mod,1
Sundering Strike,1, Mod,1
Sundering Strike,2, Mod,13
Sundering Strike,3, Mod,55
Sundering Strike,4, Mod,1
Sundering Strike,5, Mod,15
Sundering Strike,8, Mod,4
Sundering Strike,10, Mod,2
Sundering Strike,100, Mod,1
Sundering Weave,2, Mod,5
Sundering Weave,5, Mod,1
Superior Defenses,3, Mod,1
Superior Defenses,4, Mod,1
Sure Footed,10, Mod,1
Sure Footed,15, Mod,1
Sure Footed,19, Mod,1
Sure Shot,1, Mod,4
Sure Shot,4, Mod,18
Sure Shot,5, Mod,6
Surging Dash,10, Mod,1
Surging Dash,12, Mod,1
Surging Dash,15, Mod,1
Surplus Diverters,12, Mod,1000
Survival II,1, Void Key,74
Survival II,2, Void Key,22
Survival II,3, Void Key,8
Survival III,2, Void Key,25
Survival IV,1, Void Key,8
Survival IV,2, Void Key,6
Survival IV,3, Void Key,8
Sweeping Serration,100, Mod,1
Sweeping Serration,130, Mod,2
Sweeping Serration,150, Mod,4
Sweeping Serration,153, Mod,1
Sweeping Serration,155, Mod,1
Sweeping Serration,167, Mod,1
Sweeping Serration,170, Mod,2
Sweeping Serration,177, Mod,1
Sweeping Serration,180, Mod,7
Sweeping Serration,184, Mod,1
Sweeping Serration,185, Mod,1
Sweeping Serration,187, Mod,1
Sweeping Serration,190, Mod,9
Sweeping Serration,195, Mod,2
Sweeping Serration,197, Mod,1
Sweeping Serration,199, Mod,5
Sweeping Serration,200, Mod,17
Sweeping Serration,210, Mod,2
Sweeping Serration,220, Mod,3
Sweeping Serration,225, Mod,2
Sweeping Serration,240, Mod,1
Sweeping Serration,250, Mod,4
Sweeping Serration,260, Mod,2
Sweeping Serration,300, Mod,2
Sweeping Serration,350, Mod,1
Sweeping Serration,700, Mod,1
Swift Deth,1, Mod,42
Swindle Loki Helmet,75, Arcane Helmet,1
Swindle Loki Helmet,100, Arcane Helmet,1
Swindle Loki Helmet,200, Arcane Helmet,2
Swindle Loki Helmet,250, Arcane Helmet,1
Swindle Loki Helmet,275, Arcane Helmet,1
Swindle Loki Helmet,300, Arcane Helmet,4
Swindle Loki Helmet,500, Arcane Helmet,1
Swing Line,10, Mod,1
Swing Line,11, Mod,1
Swing Line,12, Mod,3
Swing Line,14, Mod,2
Swirling Tiger,2, Mod,5
Swirling Tiger,3, Mod,23
Swirling Tiger,4, Mod,4
Sword Alone,12, Mod,1000
Synoid Gammacor,25, Syndicate,5
Synoid Gammacor,28, Syndicate,1
Synoid Gammacor,29, Syndicate,2
Synoid Gammacor,30, Syndicate,15
Synoid Gammacor,34, Syndicate,1
Synoid Gammacor,35, Syndicate,7
Synoid Gammacor,39, Syndicate,1
Synoid Gammacor,40, Syndicate,7
Synoid Gammacor,45, Syndicate,1
Synoid Simulor,1, Syndicate,68
Synoid Simulor,15, Syndicate,1
Synoid Simulor,25, Syndicate,3
Synoid Simulor,30, Syndicate,13
Synoid Simulor,32, Syndicate,1
Synoid Simulor,34, Syndicate,2
Synoid Simulor,35, Syndicate,19
Synoid Simulor,37, Syndicate,2
Synoid Simulor,38, Syndicate,6
Synoid Simulor,39, Syndicate,7
Synoid Simulor,40, Syndicate,38
Synoid Simulor,45, Syndicate,6
Synoid Simulor,49, Syndicate,1
Synoid Simulor,50, Syndicate,1
Synoid Simulor,75, Syndicate,1
System Reroute,10, Mod,11
System Reroute,11, Mod,1
System Reroute,12, Mod,5
System Reroute,14, Mod,1
System Reroute,15, Mod,1
System Reroute,20, Mod,2
System Reroute,150, Mod,1
Tactical Pump,3, Mod,3
Tactical Pump,4, Mod,1
Tactical Pump,5, Mod,4
Tactical Pump,7, Mod,1
Tactical Reload,12, Mod,1000
Tactical Retreat,19, Mod,1
Tainted Clip,3, Mod,3
Tainted Clip,4, Mod,1
Tainted Clip,5, Mod,4
Tainted Clip,6, Mod,1
Tainted Mag,3, Mod,5
Tainted Mag,5, Mod,11
Tainted Mag,8, Mod,1
Tainted Shell,2, Mod,1
Tainted Shell,3, Mod,4
Tainted Shell,4, Mod,6
Tainted Shell,5, Mod,6
Tainted Shell,20, Mod,1
Tainted Shell,185, Mod,1
Target Cracker,2, Mod,1
Target Cracker,4, Mod,4
Target Cracker,5, Mod,11
Target Cracker,10, Mod,1
Targeting Subsystem,9, Mod,1
Targeting Subsystem,10, Mod,2
Tectonic Fracture,9, Mod,1
Tectonic Fracture,10, Mod,43
Tectonic Fracture,12, Mod,2
Tectonic Fracture,13, Mod,2
Tectonic Fracture,15, Mod,1
Tectonic Fracture,20, Mod,80
Telos Akbolto,15, Syndicate,1
Telos Akbolto,20, Syndicate,2
Telos Akbolto,25, Syndicate,7
Telos Akbolto,28, Syndicate,1
Telos Akbolto,29, Syndicate,3
Telos Akbolto,30, Syndicate,8
Telos Akbolto,34, Syndicate,2
Telos Akbolto,35, Syndicate,4
Telos Akbolto,45, Syndicate,1
Telos Boltor,20, Syndicate,3
Telos Boltor,25, Syndicate,5
Telos Boltor,27, Syndicate,1
Telos Boltor,29, Syndicate,3
Telos Boltor,30, Syndicate,17
Telos Boltor,32, Syndicate,1
Telos Boltor,33, Syndicate,1
Telos Boltor,34, Syndicate,1
Telos Boltor,35, Syndicate,3
Telos Boltor,40, Syndicate,1
Tempered Blade,4, Mod,3
Tempered Blade,5, Mod,3
Tempered Blade,10, Mod,17
Tempered Bound,4, Mod,1000
Tempo Royale,100, Mod,1
Tempo Royale,120, Mod,2
Tempo Royale,125, Mod,3
Tempo Royale,130, Mod,1
Tempo Royale,135, Mod,2
Tempo Royale,140, Mod,3
Tempo Royale,145, Mod,2
Tempo Royale,150, Mod,2
Tempo Royale,155, Mod,2
Tempo Royale,160, Mod,2
Tempo Royale,165, Mod,1
Tempo Royale,169, Mod,1
Tempo Royale,170, Mod,5
Tempo Royale,172, Mod,1
Tempo Royale,173, Mod,1
Tempo Royale,174, Mod,1
Tempo Royale,175, Mod,4
Tempo Royale,179, Mod,1
Tempo Royale,180, Mod,7
Tempo Royale,185, Mod,6
Tempo Royale,187, Mod,2
Tempo Royale,188, Mod,1
Tempo Royale,189, Mod,6
Tempo Royale,190, Mod,8
Tempo Royale,195, Mod,2
Tempo Royale,198, Mod,7
Tempo Royale,199, Mod,4
Tempo Royale,200, Mod,17
Tempo Royale,220, Mod,9
Tempo Royale,222, Mod,1
Tempo Royale,224, Mod,1
Tempo Royale,225, Mod,3
Tempo Royale,230, Mod,6
Tempo Royale,235, Mod,2
Tempo Royale,239, Mod,1
Tempo Royale,240, Mod,8
Tempo Royale,245, Mod,3
Tempo Royale,247, Mod,2
Tempo Royale,249, Mod,1
Tempo Royale,250, Mod,22
Tempo Royale,255, Mod,2
Tempo Royale,260, Mod,7
Tempo Royale,270, Mod,1
Tempo Royale,275, Mod,2
Tempo Royale,280, Mod,2
Tempo Royale,289, Mod,1
Tempo Royale,290, Mod,2
Tempo Royale,299, Mod,2
Tempo Royale,300, Mod,12
Tempo Royale,325, Mod,2
Tempo Royale,330, Mod,2
Tempo Royale,350, Mod,3
Tempo Royale,370, Mod,4
Tempo Royale,375, Mod,1
Tempo Royale,380, Mod,1
Tempo Royale,399, Mod,1
Tempo Royale,400, Mod,1
Tempo Royale,499, Mod,1
Tempo Royale,598, Mod,1
Tempo Royale,599, Mod,1
Tempo Royale,800, Mod,1
Terminal Velocity,30, Mod,2
Terminal Velocity,35, Mod,1
Terminal Velocity,40, Mod,2
Terminal Velocity,45, Mod,1
Terminal Velocity,50, Mod,1
Terminal Velocity,55, Mod,2
Terminal Velocity,60, Mod,1
Terminal Velocity,65, Mod,1
Terminal Velocity,69, Mod,1
Terminal Velocity,70, Mod,1
Terminal Velocity,80, Mod,1
Terminal Velocity,95, Mod,1
Terminal Velocity,100, Mod,1
Tesla Link,9, Mod,1
Tesla Link,10, Mod,1
Tesla Link,11, Mod,1
Tesla Link,14, Mod,1
Tesla Link,15, Mod,1
Thermite Rounds,3, Mod,2
Thermite Rounds,5, Mod,4
Thermite Rounds,7, Mod,4
Thermite Rounds,8, Mod,12
Thermite Rounds,9, Mod,13
Thermite Rounds,10, Mod,15
Thermite Rounds,15, Mod,1
Thermite Rounds,75, Mod,1
Thrak Rhino Helmet,65, Arcane Helmet,1
Thrak Rhino Helmet,75, Arcane Helmet,2
Thrak Rhino Helmet,80, Arcane Helmet,1
Thumper,1, Mod,65
Thunderbolt,1, Mod,1
Thunderbolt,2, Mod,5
Thunderbolt,3, Mod,7
Thunderbolt,4, Mod,4
Thunderbolt,5, Mod,22
Thunderbolt,8, Mod,4
Thunderbolt,13, Mod,3
Thunderbolt,20, Mod,1
Thundermiter (Miter),20, Mod,1
Thundermiter (Miter),25, Mod,1
Tidal Impunity,9, Mod,1
Tidal Impunity,10, Mod,2
Tidal Impunity,11, Mod,1
Tidal Impunity,12, Mod,3
Tidal Impunity,14, Mod,2
Tidal Impunity,15, Mod,1
Titanic Rumbler,9, Mod,1
Titanic Rumbler,10, Mod,44
Titanic Rumbler,12, Mod,2
Titanic Rumbler,13, Mod,2
Titanic Rumbler,15, Mod,1
Titanic Rumbler,20, Mod,80
Titanic Rumbler,40, Mod,1
Total Eclipse,10, Mod,2
Total Eclipse,12, Mod,1
Total Eclipse,15, Mod,3
Toxic Barrage,1, Mod,3
Toxic Barrage,2, Mod,1
Toxic Barrage,3, Mod,7
Toxic Barrage,4, Mod,19
Toxic Barrage,5, Mod,7
Toxic Barrage,6, Mod,1
Toxic Barrage,8, Mod,5
Toxic Blight,9, Mod,1
Toxic Blight,10, Mod,1
Toxic Blight,13, Mod,1
Toxic Flight,10, Mod,2
Toxic Flight,15, Mod,2
Toxic Flight,18, Mod,1
Toxic Flight,20, Mod,3
Toxic Flight,25, Mod,4
Toxic Flight,28, Mod,1
Toxic Flight,30, Mod,2
Toxic Flight,80, Mod,1
Toxic Sequence,10, Mod,6
Toxic Sequence,12, Mod,4
Toxic Sequence,14, Mod,1
Tranquil Cleave,5, Mod,3
Tranquil Cleave,7, Mod,1
Tranquil Cleave,8, Mod,5
Tranquil Cleave,9, Mod,7
Tranquil Cleave,10, Mod,26
Tranquil Cleave,12, Mod,1
Tranquil Cleave,14, Mod,1
Tranquil Cleave,15, Mod,5
Tranquil Cleave,20, Mod,7
Tranquil Cleave,25, Mod,1
Tranquil Cleave,40, Mod,1
Transient Fortitude,20, Mod,12
Transient Fortitude,24, Mod,1
Transient Fortitude,25, Mod,19
Transient Fortitude,26, Mod,2
Transient Fortitude,27, Mod,1
Transient Fortitude,28, Mod,8
Transient Fortitude,29, Mod,9
Transient Fortitude,30, Mod,50
Transient Fortitude,31, Mod,2
Transient Fortitude,32, Mod,3
Transient Fortitude,33, Mod,6
Transient Fortitude,34, Mod,11
Transient Fortitude,35, Mod,35
Transient Fortitude,38, Mod,2
Transient Fortitude,39, Mod,1
Transient Fortitude,40, Mod,13
Transient Fortitude,45, Mod,1
Transient Fortitude,50, Mod,2
Transient Fortitude,60, Mod,1
Transient Fortitude,65, Mod,1
Transient Fortitude,80, Mod,1
Transient Fortitude,100, Mod,4
Transient Fortitude,120, Mod,1
Transient Fortitude,150, Mod,2
Transient Fortitude,165, Mod,1
Transient Fortitude,180, Mod,3
Transient Fortitude,190, Mod,1
Transient Fortitude,195, Mod,1
Transient Fortitude,200, Mod,2
Transient Fortitude,210, Mod,1
